commit_hash,tag_name,tag_message
53523a6a80db5773bbaff14a77044dd3b5a70a77,v2.1.3,"making signed tag
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJWzJblAAoJEPJybrs40sl8SVMP/2iqas/adYpmV0OQzGFmxbS8
oMJ20Lck9zpI2eIOP6I0kdKjHNzxm24a26+bmT0KHO0B73SuIJYjtUyI/O8sHEMU
dR1axzuKBedCfoS9eIki932TyO6YmEHfBEjAdi2WEB+EJeNsDErGKhMt/dZluWps
KJ6qMB0NNXKPV/HprxUoUU27LTsnWx3wAB1pYz4112TAfzaSmGjOKYiiJTeOSz7T
qBoaC5oFTHYmONliDgUU0F8HXtqli3nypSEBUxV5UAHpzmbhdbj7AVq4C2UyaCDK
GjRpx1zd/j0MCadjg7kw+0mxwG3pCjufaa9t/4kYQWfID2cKvRroFF+y1IMZBDlh
YdoOdAYCWtn3gI34M/3TJ8atqq9aKK1v4cn/wJ/iY5T9xExMHrL1kWSizGiS99X7
5bKKExb01/SPSKJ1AxmTPcu6XUU4bLDF5bghB2i1xZdu+S8IxRLmZdDgqlvGsqh6
Chyos0m9uIbuzj8z/rtszZbze1iGHnxwtzn3+okFvVmMyrtYKJiOOxjz+2X5TMxi
t3am/TIm2JhIRDCSnZTMdYjaUtF2egt4Fm0FqJ+2iC+nDNZHNVjF9aaF4w81YQVN
uxc2PlKzNacD2AQxozzj1XlWISYSy1bjONQ5aSfWqO+HsT3iqquP50tiPsB75jcD
8kybF7EpTLF8AfuwuCBk
=/WTV
-----END PGP SIGNATURE-----"
f8cd9d0568e655bc9a2f09ca9963560221096124,v2.1.1,"making signed tag for v2.1.1
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJWq9mNAAoJEPJybrs40sl8kd8P/jas8JQ1esBbFc4zDOcnRZ8K
Q6tYs8n61qnpjZzZm3OTryonCTKc3tbLcZaVPGp/2UqFPzpds5lSZ4W57V3NVC2Y
HGQ5zvW3GBLPxq6I3vfjD3L6vbIDFnqCoC0xL7r8S/MEmVH4GiqxHzbzpkjEp+t5
3EUSYGNojkRGqwunLU/8uG/tYCseq7gfRHGEhDQP30lNvo+VVuAMTAZNItOAkYuo
aHt+e63iJWQo542+zH7IAd69Tm3OXX7GJ+CLfLs35bZCpnz384qH4c+vSFYdebGE
I5Km9lpMUIJ4EUcLnsDoiVdDTnU4XRXLvPtTIacYC2HZBwCwKxzeYahjgFZADiX2
lZEcn1uQlIjQiQUDmMo+HMJknFadW9Ipr7xbzs+P0lrv38f8NZNqwobeXpiAjAuf
xBmRc8h6cGxJ6al1PvZTzHAD1cYBYRHshNMn1vQ0jC6QQ1R7sovbiz9k/n8NfZdx
68xzjpcz+clJlfPiizCyswhEl7v8RkFGc/Z+Ub3vSuMrN/KXTLAGSE0CfNKuWDnN
LTsfLxx3gmUJU6VvS6I0fvxRdkw/H0YmvwoW5RZA9M1PRIa4fWPpm69E0Mp4E+Qw
WpJlRcVi+hK/l9Z4pywArTgviZStKH9tKE9piRuqURuyqgs/1FkHyf8scS22tPHM
zOTLQddan1HIOybJll2j
=G9zl
-----END PGP SIGNATURE-----"
4490d5d04e0252874b794e7770d43a17cd6e45ae,v2.0.6,"making signed tag for 2.0.6 build 1082
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJWOWp9AAoJEPJybrs40sl89gEQAJGqNzQYuVTCtU/hgusmcr/D
5k2lzXczjVPFo3m7ad0DOACJZtdbZPUudp/gwO4ShYjbhbLl/vxwCpeL6cf2ZZwl
gZC/kuveSbPqJj5kR9FAvqWdASQJxRa5poPoA3QGRqt+09CT5zrYPP/yph3Fld+4
jhi6tx/5hPXnbVStDuOS7JUXdbONQrt+BRbnKPA4aurSpPM6DjnJJS/PHUbmb8oY
yf1meKSBIWLaVLd3cqZMIU2WppfIH8RezP8UawwDo0sjoHY2Vd1bJ/UznzJc7KN4
g8hVu6L76ylhcwtgfyGjXQI2qK7zljJVLwEga43s/qkt6CfyfLMhTwxb4dFI7Akg
LnQxP/HtQKYlDd9bh8oIC2Ar5kNF99oqnWLI1IbIdo4blGXcuFl1YFd1qOUObzVV
Q+088K6BUhtjhNS4nmZIlixzh+JE9LTGyJo8Hmiy4eEinVFYh+vgR2J91bYnbQSc
aostCpPaLVi+SqtWh90wnHP1AqC4GHQG6YCH5zxSR8OFiPTMPmECr1UCdRfOFUPc
8tKWopOcn/0CuDBzMYa2uSWlniDiXZ9CV7o4xXVnyK+oVrBSjOk8lK/Js8NyAP28
MkHCitMCEblhBSsJqGKBtqnsmh4lViz1qCF5lzS4ZH0SRWZF1MfXrWERXdvHVXVz
ZP7l6LLNC3zrrun1qxIY
=rBTW
-----END PGP SIGNATURE-----"
8487ad9ad6aca7b9ac5152a19a0da895c70bb9f3,v2.0.5,"making signed tag for v2.0.5
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJV//hTAAoJEPJybrs40sl8OsIP/0n7HTcMPp3YHlzEPkKBUwPe
BF4iKGUgjO6mUaVfCUCCK4ceCSjXV6Ehn5G0iagYQ6nYAM5HqYPQED36OOBeALwu
v+GREpuAG4zJ2So5W7XLVWVPJTMbLf6sk3AsIQy8IbB37CAPiJxVOCszBYAuyVpU
DBan8KW0U/6kAxycrf8jGFsA74TEhi1MpPGo87aiQ/wKP43JgPutbZC+yMXyLePK
5CbbtQMXxAKdHaXJ94anFAm55d2HVVg8ZGeqkkgDntcgUIKFNRGHC5ya2DyFEwQV
U0b2sB/9awt2BFmQt4BPsuTDGGRcDHyuGQj8koBPgNo/otZE2qaarTG8iBxz6Iv8
qpT7/6G5h1dYkDudqFQIc7A+QuFeUalaS9LNYbitf9O5Oo+BsQFuWT8WT6b76gyC
aM+H+ILZ1loQ4fWMgCqziVnlG+vCTwrEs6UA/dJ88kKYfH9BfW6NhmsTsVCR7nJW
o6szWHQPVQMYiO5lGAO3YgLNBTUTvW4KjHrf5Av4lbBCozX5OtnlekPWW22dxyUD
ewdFrC5xigyYcWxHGMnFEcFEDWeyydfrPYtJ7ZfuFMe0iF7CDroNK+BTTXnySLUb
Q5Y4iJQ05ksxgKse9mo97+uvH5AmOtTsQSBBngCP4ot5S0awOz9DQ028aDVCljz7
pkOxF4QXZkdfv2L9gXuo
=SKM4
-----END PGP SIGNATURE-----"
c656c52d687ef7131725a727abe15ffec287d8b8,build1103,"making signed tag
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJXqAjEAAoJEPJybrs40sl8ZuIQAIM7pQCFOSvQ5xFuSY6ex3k7
muZ+PAbtVkQPCqW3wvOZCEuhINo01W+R5Oy6iLhHDsdI6xghUHqLz3/wZKirFYAS
NoMAWgl5w6qeH/9qyZlSc6mUNCC75MwBvsYOxnnmweouw68nhCJXgXnAHh6mlMfl
bWl+9BHvqdF5AsVi8AkasnmdP/6YPRAkwjnfpAVzX+PrWprcVnYXuSgxIyQ2icXZ
7SpT4nRlYLzIAArkAeP5m6V7TcQx2YCOZyOdTjt6fpcQMQG0Pqu3+cxyo/XbTdLs
VcBGnmmANK/VgglbxOfuyttLV5J3vc96NDOUJpsX594h0YpebTTUJAn3fee6ZBoL
EVQdWhf4w0TwnIdmXKZFwFKMKBXU43g1st0YK5HOzvSaC7N/I3B6L723Q24/J3FX
hHXjPKyaxOZnGWVFt/uqWX1ekgqOy9vykTrCzGIr7tWlrks6bZ6H/uxKx3Pnbs6y
NCVU0G9F7vr7twO/63qg91HMra53Kl+xZQdtPsYwqxaX8BTyCcrS4m/eNuc6NyiI
dnGgkJOX5TaLY0K2ia9BA8kRt6hnalMoZz156JJ/krCRt14ydfbP+at0SwOFh7Ag
nvMiyCOkdqLoTm8xcdWwfrWpQ9QbBN0hdaqNoABKsRLPCeXef1wKTlopxnesCMgG
pirqM3CMgt03rFHHSjnB
=97nZ
-----END PGP SIGNATURE-----"
f40c3eb0a8f8e5f45bf73b9c12bd781b5655d15b,build1099,"making signed tag
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJXHvKtAAoJEPJybrs40sl8u2MQAKa7zw/zvz8BTB51BCXut2bb
Ehh/Qs4MD5msG1uWGXylNtzHcEgNPyqJP4pk0rXBFDQHw4G+XaL1o5akkkQw/0Xj
Vxhz1Pk/nP8hFk7QGVz5WmDwCgt5gWXyEl9Fm0QWczqVeQFpWUEjGv6+hmX5hhl5
M9vsgLYf3qELUqPcF4Y2hUCmhR0WNRdubnl+d421TUksQ/TonV3+iVf+4+kp/ZqC
c+e9hZt/76OldeYFjetAHfZBf7JyP8h6t6T9ZtEtL6gXxdUXxE3Vr3ve9b6f0H6a
ixuTkFv6f2tBylI2zDL1mBnFngQ1OqriJnq1dzxMxfzyY+9pbtrbFGH8kDr487tk
l5ZVj/zkAywVjGi7IJ9OX8gb+etXHE/DCzJQPs1pslEOyV/qnMJroBsYVz/swpUD
UA/mBaT8Zr/DLeCNmUOZCPHYm1u1KlgQ1Ok7gtWy/f04trtv6zY9dV4jJmPTSiIV
zGb1DGdsxJH3bSFwuki2MsGpLYaWQRL32LYCld8DafPtBrxEv03VFTvrm3RH1Rx0
B9txq+Pmd0T+PGgD+CuKfqK1Vt22/sXhkJvxSzxS77mSJSuvxvQTHBo9Psx+kHB6
uE8YHcgrs0xEUOhozcKBdcQtVImmvgc36zNWdjr+jy2Dx5hRtSm9dCUVLTXW81YG
j2vUnzBq3lbU79Q6uaQZ
=YDE7
-----END PGP SIGNATURE-----"
53523a6a80db5773bbaff14a77044dd3b5a70a77,build1097,"making signed tag
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJWzJb0AAoJEPJybrs40sl8D5sP/3pB/WgskH4PFk4gU4bDICWU
vN8Tud6iv1ji4r8m6Qga7KxwokVY2eytM1w2JeB0GxVI/EZV2reIF3jVbY+0viNx
rdkYA0p9Lb5ZsT5cIArf6LQolDJ4fj0YVtF4z2d5LMfNgKHrFuZ6TLmlmbeLMddQ
fF/d0J6w0rzcu96m2XHI1Th3lPa+/tZGnWU0N7GD2c9eFAD/KaeRzGqEB61zve1E
nWjS0/eCOA+gioPIsvlHf2kx6Gi/CbCp0Ihp+HCD+lSRwo34zLTTcS6yC4+RGIJX
C9a6lh1PYJ36FeJ4GWUUaiv2ZSVqsdGMTFEt2sZCH73o3rVWWhlihOHsRznXy4zR
tFuO2AVmufVotGQucBK2HRXIuXF6wfw36Anzilldgq+K0/dnaQBi6+KCPqHlyiod
yuGCX4SOtfwf7fBNgSxAF/74pcOyFPXvq+jxGP0vNbTS+JPM6rkPr+7WjpLh3sqC
hBhd8fWzav9QdIMMFgM7xOmOac0ZCsbmAIzIM3QFCu177kZ8Hspvxm8i4ARi80N3
qFi6t4EdqvM3ifT4mPvr/bCGAAcJ6E9Ev66I49o4oVXH8ysVhKxtH7SPAlEg7vne
sQyZmMQKMYMmBqYpwk7+Rd6wf1q7HPlpfND7V1zIT5YgfR6fap/LPMH4nhCKkLjT
0qrlTGsJnSft5a036tgF
=lKk7
-----END PGP SIGNATURE-----"
60656c76c7c3062a9fb2aa020c425435314981ac,build1096,"making signed tag
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJWy5ROAAoJEPJybrs40sl8hIAQAILXpfl6O6hDMGygMP9ez1BC
Rds22dfIcUWgehzCZGuhIkCJZBjFyhgdSz8sFQWkrmAFL4POll3RNXduhavyvP4q
8SshJuuVsG7Sl+rVaZMbxMYy9RA/aL6GX1tvLLuUsqshVl8kIoJK1HUnuwbQrlBU
3EPTGQt4dTj3A3hc0NZpkGAmspDf+lmC2w/qQKyH+l9c7xjYDmhD9WgNJUG56Wu4
N1Bm5BqKZG/jCAdu2bR5rUFAcyxsyoLePbwuWG0LzCdv8bk73OCEBo9q9nfFom7A
pXSgX8AcLKKQ/mH86L5J4L9t0wsapFISsrrbyOtApa/7c3wO9aOyD22Au+X3FpB1
eTSxv9etOCxSd8heORyRKQdbupydwxv7Is42/zKux0igzT4Vq7eXhRFz8cKbPBJU
3dCj8/kYtpNVV81/CkINH6OrGZ0TID723ZEvLzJu/6+FiWY41AleOsL7q898um2T
5ZAjHO0yeGtclT3nfKemsDaq5u51Mo9A9zajffqs8QZlspjGVlYNmxSnS+REQdsR
Ugs3t2lp8EF1KPV7Su3cYXj8yWSixPBWCqB9EtwIHU1CaY1l96uTg194c2F6Iq5d
+dHfeUUdPKKDust5a5+wpEmxnQEYu2tRxO5cn18VBd84kkkhFUHNJq2cKifmgZ5/
1D+cB9t/J+9t4HFwjMoB
=HW9Z
-----END PGP SIGNATURE-----"
3f9227644773a2319e363ccd41205b7347230a1c,build1094,"making signed tag
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJWv4mJAAoJEPJybrs40sl8HekP/jMwH3gmyZcZzaYAeecmFKVT
rFNqgxo02FFQu8l+3ey8Ia865Vp6WZWhr5C384K2p8hwrXwRRPkfQ6xzL+gzVAWD
XMw5pehRl7jpSy0FnLxmrq6Y04T1M16rImjl2j8Q71tuX1hPri5fTvXGQ1bLEuWk
2APJW4P4i3KrvxmZXxb/i1RvAoLFPycb3RC1utUJBjf6RQuDxV3J1lM3Oo1MpayY
aZHzMOiDxXqbMVw/QuNX1c2WMbFDXU3Go2W8RzCUMLs7M6xOp+Y0CMW/8mF2kH5M
0sg0ASRx2z3jooR5OtxVgC/i2a35bs5RbwCYOYn7NipK0Bxk8uCqLs1COAs4/ovJ
zjc9sLjc9Ovirsf+oqCVJiKE2CEgdyBpkdRK/EGBD+zV/+qA1h6zNt8LugWgaFJR
PKN2H0UHS9oKLLFGUZYfOT9M1tZkrzdgLu63O23WXe1BohzFU0oduyQ0XM/w5f8A
uLM6zuQJRLxBuS4CxcJhOYqZmKry2Tt3czo3NtiudivEPnoFeA7PW6pv1JAdNZhm
qi94aCzyn7L0qvH4nQflYf67DCzZshgflH8uSQiIB12i5Futtwz69b3Z/FpdEZ4a
ycxAlHXs3CsR99/GTx3UqMexni9OvoJzbBd4qsklpVwCbegWB+DGatPue7MB9qle
yrU+eCL5WTZJNrq5F2Kc
=TDra
-----END PGP SIGNATURE-----"
f8cd9d0568e655bc9a2f09ca9963560221096124,build1091,"making signed tag for build1091
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1

iQIcBAABAgAGBQJWq9lxAAoJEPJybrs40sl8lcQP/j/BGpN7puDAymKMPbO8gagX
EKSe0lYghWVd65mfNVDdhO7u+w2YIpKMMOJV5BfTr61IEKV8vaERtgUToYnLw220
TwQ4TedV6zqjbAkLRNrqqyUc/3FZ+QJUg7yaClIPHQDK2pP0Q1Yo1Zlvqg/p9K5b
NbqShQiILPC0r1EIiQ5GPyVNfEYkZSV9n3VCqOZX0tIzt9xwDEQrWAJr/G2gXssi
raoZBOSJpP3gErQinX4tI/hLdUCRdMD1iM5aiwAKehlrBR3ZC3mnBg7jUOkxSD5E
dGSVs3dtJb9Gaskkf6aFidABHdxafdZ6VhCcPeN31nW2Y1htdOO3G++ghj1e8ntR
vLnpyZ0H5dJgAkKjofUxYSjQ+KoAjobs5KFYiKd/6f9xdSAwuDSoQWUXf/fumHwg
OkppZI39/ElxZ5qRXEbQNEJo8nSnsqVzFPdoh1e4hfTWQTid9OVhuT2wvv+Zy4wJ
gHxXwW4YQ3T/SHzdtBIIgkIz4SxaqRAQ5z+H2D/6/vUbsNjZLBCLxCBYJgQQ7yPH
0lOLXCj9Er15Ar6lG8Xjn1Qxa7Myyxjg4BdOBVnab//1U5O64kO1pyoHxPmBqFc/
UbMkvIIEYy5/I8PON5z/amJySZQi7eqctbsnEAxk0wuWHP6wwSofPJq8xh7UzsKV
VD8xFQUVnMb6YOtdr4FH
=X7iA
-----END PGP SIGNATURE-----"
